"time" "obs"
"13372" 1986.73880517504 0.208
"13373" 1986.73901636225 0.169
"13374" 1986.74014649924 0.148
"13375" 1986.74019025875 0.169
"13376" 1986.74032153729 0.299
"13377" 1986.74058789954 0.246
"13378" 1986.74085426180 0.208
"13379" 1986.74184931507 0.169
"13380" 1986.74284627093 0.148
"13381" 1986.74289954338 0.169
"13382" 1986.74300799087 0.246
"13383" 1986.74365296804 0.208
"13384" 1986.74549847793 0.169
"13385" 1986.74571156773 0.299
"13386" 1986.74602549467 0.246
"13387" 1986.7463413242 0.208
"13388" 1986.74771689498 0.169
"13389" 1986.75125380518 0.148
"13390" 1986.75128995434 0.169
"13391" 1986.75139840183 0.299
"13392" 1986.75152777778 0.246
"13393" 1986.75178462709 0.169
"13394" 1986.75251331811 0.169
"13395" 1986.75281773212 0.148
"13396" 1986.75372146119 0.148
"13397" 1986.75382990868 0.169
"13398" 1986.75393835616 0.208
"13399" 1986.75445015221 0.169
"13400" 1986.75546993912 0.127
"13401" 1986.75565068493 0.169
"13402" 1986.75653348554 0.127
"13403" 1986.75684931507 0.169
"13404" 1986.75887557078 0.127
"13405" 1986.75907534247 0.114
"13406" 1986.75936263318 0.127
"13407" 1986.75952245053 0.169
"13408" 1986.76084474886 0.148
"13409" 1986.76097792998 0.127
"13410" 1986.76195015221 0.127
"13411" 1986.76219368341 0.148
"13412" 1986.76343987823 0.148
"13413" 1986.76357496195 0.127
"13414" 1986.76370814307 0.114
"13415" 1986.77034056317 0.127
"13416" 1986.77058599696 0.148
"13417" 1986.77083713851 0.148
"13418" 1986.77136986301 0.127
"13419" 1986.77265601218 0.127
"13420" 1986.77299086758 0.101
"13421" 1986.77314878234 0.127
"13422" 1986.77322678843 0.148
"13423" 1986.77548325723 0.127
"13424" 1986.77570395738 0.114
"13425" 1986.77593036530 0.114
"13426" 1986.77602549467 0.127
"13427" 1986.77612252664 0.148
"13428" 1986.77818493151 0.148
"13429" 1986.77846270928 0.127
"13430" 1986.7787804414 0.127
"13431" 1986.77900684932 0.148
"13432" 1986.78083143075 0.148
"13433" 1986.78094939117 0.127
"13434" 1986.78118531202 0.101
"13435" 1986.78137937595 0.127
"13436" 1986.78241628615 0.127
"13437" 1986.78268835616 0.169
"13438" 1986.78282343988 0.208
"13439" 1986.78411149163 0.208
"13440" 1986.78417047184 0.246
"13441" 1986.78429033486 0.352
"13442" 1986.78508181126 0.246
"13443" 1986.78547754947 0.208
"13444" 1986.78565639269 0.169
"13445" 1986.78583523592 0.148
"13446" 1986.78787480974 0.148
"13447" 1986.78789383562 0.169
"13448" 1986.78792808219 0.246
"13449" 1986.78798135464 0.405
"13450" 1986.78807077626 0.78
"13451" 1986.78814117199 1.18
"13452" 1986.78818873668 1.07
"13453" 1986.78843036530 0.615
"13454" 1986.78857496195 0.405
"13455" 1986.79053462709 0.246
"13456" 1986.79183980213 0.169
"13457" 1986.79423515982 0.169
"13458" 1986.79434741248 0.246
"13459" 1986.79445966514 0.352
"13460" 1986.794847793 0.299
"13461" 1986.79492579909 0.405
"13462" 1986.79508181126 0.698
"13463" 1986.79514649924 0.542
"13464" 1986.79520928463 0.405
"13465" 1986.79725076104 0.405
"13466" 1986.79784246575 0.352
"13467" 1986.79992009132 0.299
"13468" 1986.8000913242 0.246
"13469" 1986.80034246575 0.352
"13470" 1986.80256659056 0.246
"13471" 1986.80274733638 0.352
"13472" 1986.80404870624 0.246
"13473" 1986.8060216895 0.208
"13474" 1986.80863203957 0.208
"13475" 1986.80878614916 0.169
"13476" 1986.80894216134 0.148
"13477" 1986.81133942161 0.148
"13478" 1986.81139079148 0.169
"13479" 1986.81154680365 0.299
"13480" 1986.81181697108 0.246
"13481" 1986.81208713851 0.208
"13482" 1986.81325532725 0.169
"13483" 1986.81442351598 0.148
"13484" 1986.81446537291 0.169
"13485" 1986.81458713851 0.299
"13486" 1986.81768645358 0.299
"13487" 1986.81921232877 0.246
"13488" 1986.81957762557 0.208
"13489" 1986.81974695586 0.299
"13490" 1986.82187785388 0.208
"13491" 1986.82217085236 0.299
"13492" 1986.82269596651 0.246
"13493" 1986.82322108067 0.208
"13494" 1986.82480403349 0.169
"13495" 1986.83052321157 0.148
"13496" 1986.83058409437 0.169
"13497" 1986.83076674277 0.299
"13498" 1986.83100266362 0.246
"13499" 1986.83123668189 0.208
"13500" 1986.83237633181 0.169
"13501" 1986.83625570776 0.148
"13502" 1986.83633561644 0.169
"13503" 1986.83649162861 0.246
"13504" 1986.83706240487 0.208
"13505" 1986.83786529680 0.169
"13506" 1986.83867009132 0.148
"13507" 1986.83874809741 0.169
"13508" 1986.83890601218 0.246
"13509" 1986.83935312024 0.169
"13510" 1986.84060692542 0.148
"13511" 1986.84088089802 0.127
"13512" 1986.84140410959 0.127
"13513" 1986.84166476408 0.148
"13514" 1986.84199581431 0.148
"13515" 1986.84280441400 0.127
"13516" 1986.84288432268 0.169
"13517" 1986.84300228311 0.299
"13518" 1986.84319254186 0.246
"13519" 1986.84338280061 0.208
"13520" 1986.84374238965 0.169
"13521" 1986.84410007610 0.148
"13522" 1986.85127853881 0.127
"13523" 1986.85256849315 0.127
"13524" 1986.85276255708 0.169
"13525" 1986.85426750381 0.148
"13526" 1986.85449010655 0.127
"13527" 1986.85546993912 0.127
"13528" 1986.85570776256 0.169
"13529" 1986.85679033486 0.148
"13530" 1986.85708143075 0.127
"13531" 1986.85798515982 0.127
"13532" 1986.85822108067 0.169
"13533" 1986.85968036530 0.148
"13534" 1986.85990296804 0.127
"13535" 1986.86117199391 0.127
"13536" 1986.86144216134 0.169
"13537" 1986.86220700152 0.169
"13538" 1986.86239726027 0.148
"13539" 1986.86904109589 0.127
"13540" 1986.86923135464 0.169
"13541" 1986.86932838661 0.208
"13542" 1986.87047564688 0.169
"13543" 1986.87162290715 0.148
"13544" 1986.87179984779 0.169
"13545" 1986.87197678843 0.208
"13546" 1986.87270928463 0.169
"13547" 1986.87344368341 0.148
"13548" 1986.87469748858 0.148
"13549" 1986.87473363775 0.169
"13550" 1986.8748021309 0.246
"13551" 1986.87487252664 0.352
"13552" 1986.87598173516 0.246
"13553" 1986.87709284627 0.169
"13554" 1986.87720509893 0.246
"13555" 1986.8773173516 0.352
"13556" 1986.87806126332 0.246
"13557" 1986.87880707763 0.169
"13558" 1986.87978500761 0.169
"13559" 1986.88003234399 0.299
"13560" 1986.88048325723 0.246
"13561" 1986.88093417047 0.208
"13562" 1986.88188165906 0.169
"13563" 1986.88283105023 0.148
"13564" 1986.88817351598 0.148
"13565" 1986.88820585997 0.169
"13566" 1986.88826674277 0.246
"13567" 1986.88832762557 0.352
"13568" 1986.88869863014 0.246
"13569" 1986.88888318113 0.208
"13570" 1986.88947298326 0.208
"13571" 1986.89024543379 0.169
"13572" 1986.89094939117 0.169
"13573" 1986.89102549467 0.246
"13574" 1986.89113964992 0.405
"13575" 1986.89150304414 0.246
"13576" 1986.89379946728 0.169
"13577" 1986.89384703196 0.246
"13578" 1986.89391933029 0.405
"13579" 1986.89427130898 0.246
"13580" 1986.89438736682 0.208
"13581" 1986.89601598174 0.169
"13582" 1986.89624809741 0.246
"13583" 1986.89659436834 0.405
"13584" 1986.89682648402 0.542
"13585" 1986.89794140030 0.352
"13586" 1986.90273592085 0.246
"13587" 1986.90356354642 0.352
"13588" 1986.90925799087 0.246
"13589" 1986.91210616438 0.208
"13590" 1986.92078006088 0.208
"13591" 1986.92109398782 0.246
"13592" 1986.92171993912 0.352
"13593" 1986.92259322679 0.352
"13594" 1986.92441019787 0.299
"13595" 1986.92503424658 0.299
"13596" 1986.92644216134 0.246
"13597" 1986.92784817352 0.208
"13598" 1986.94361872146 0.169
"13599" 1986.94379946728 0.246
"13600" 1986.94441590563 0.169
"13601" 1986.94446537291 0.246
"13602" 1986.94451484018 0.352
"13603" 1986.94477549467 0.246
"13604" 1986.94490677321 0.208
"13605" 1986.94551940639 0.169
"13606" 1986.94680745814 0.169
"13607" 1986.94740106545 0.148
"13608" 1986.95109018265 0.169
"13609" 1986.95117199391 0.246
"13610" 1986.95125380518 0.352
"13611" 1986.95146118721 0.246
"13612" 1986.95156582953 0.208
"13613" 1986.95264840183 0.169
"13614" 1986.95285578387 0.148
"13615" 1986.95370814307 0.148
"13616" 1986.95374619483 0.169
"13617" 1986.95382039574 0.246
"13618" 1986.95389459665 0.352
"13619" 1986.95407343988 0.246
"13620" 1986.95425418569 0.169
"13621" 1986.95487062405 0.169
"13622" 1986.95504185693 0.246
"13623" 1986.95538622527 0.474
"13624" 1986.95543949772 0.405
"13625" 1986.95559931507 0.246
"13626" 1986.95565449011 0.208
"13627" 1986.95944634703 0.169
"13628" 1986.96520357686 0.169
"13629" 1986.96535197869 0.299
"13630" 1986.96656012177 0.246
"13631" 1986.96776826484 0.208
"13632" 1986.96800989346 0.299
"13633" 1986.96923515982 0.246
"13634" 1986.97045852359 0.208
"13635" 1986.97067541857 0.299
"13636" 1986.97143455099 0.246
"13637" 1986.97219368341 0.208
"13638" 1986.97316019787 0.169
"13639" 1986.97334474886 0.299
"13640" 1986.97395928463 0.246
"13641" 1986.97457382040 0.208
"13642" 1986.97473554033 0.299
"13643" 1986.97541856925 0.299
"13644" 1986.97556887367 0.405
"13645" 1986.97594748858 0.78
"13646" 1986.9761738965 1.07
"13647" 1986.97659627093 1.07
"13648" 1986.97836377473 0.698
"13649" 1986.97878614916 1.07
"13650" 1986.97922945205 1.07
"13651" 1986.97970890411 0.973
"13652" 1986.98214041096 0.615
"13653" 1986.98335616438 0.474
"13654" 1986.98550799087 0.405
"13655" 1986.98609018265 0.352
"13656" 1986.99403538813 0.299
"13657" 1987.00591704718 0.299
"13658" 1987.00610540335 0.352
"13659" 1987.00857115677 0.299
"13660" 1987.00883942161 0.352
"13661" 1987.01007800609 0.246
"13662" 1987.01149733638 0.246
"13663" 1987.01164383562 0.352
"13664" 1987.01305175038 0.246
"13665" 1987.01406012177 0.246
"13666" 1987.01426940639 0.352
"13667" 1987.01463280061 0.299
"13668" 1987.01648211568 0.208
"13669" 1987.01687214612 0.246
"13670" 1987.01793569254 0.246
"13671" 1987.01823820396 0.299
"13672" 1987.02246765601 0.299
"13673" 1987.02271499239 0.352
"13674" 1987.02408105023 0.299
"13675" 1987.02501902588 0.246
"13676" 1987.02527968037 0.405
"13677" 1987.02571727549 0.78
"13678" 1987.02615487062 1.29
"13679" 1987.02665905632 1.07
"13680" 1987.02732496195 0.877
"13681" 1987.02913622527 0.615
"13682" 1987.02973934551 0.542
"13683" 1987.03430365297 0.405
"13684" 1987.04159056317 0.405
"13685" 1987.04197488584 0.352
"13686" 1987.0426369863 0.352
"13687" 1987.04324200913 0.405
"13688" 1987.04445015221 0.352
"13689" 1987.04456811263 0.474
"13690" 1987.04709284627 0.405
"13691" 1987.04779109589 0.615
"13692" 1987.04972031963 0.542
"13693" 1987.05017694064 0.78
"13694" 1987.05078576865 1.18
"13695" 1987.05144596651 2.11
"13696" 1987.05255707763 1.74
"13697" 1987.05290334855 2.5
"13698" 1987.05307648402 2.97
"13699" 1987.05439687976 2.11
"13700" 1987.05693112633 1.98
"13701" 1987.05885083714 1.51
"13702" 1987.05947298326 1.63
"13703" 1987.0638869863 1.07
"13704" 1987.06941210046 0.877
"13705" 1987.07134703196 0.877
"13706" 1987.07183028919 1.4
"13707" 1987.07211948250 1.74
"13708" 1987.07307267884 1.85
"13709" 1987.07362442922 3.44
"13710" 1987.07397260274 5.93
"13711" 1987.07459855403 4.39
"13712" 1987.07647640791 3.28
"13713" 1987.07814117199 2.97
"13714" 1987.08011605784 2.81
"13715" 1987.08054984779 2.97
"13716" 1987.0812956621 2.97
"13717" 1987.08395738204 2.5
"13718" 1987.08766933029 1.96
"13719" 1987.08767123288 1.96
"13720" 1987.08839421613 1.85
"13721" 1987.08904299848 2.81
"13722" 1987.08960426180 2.5
"13723" 1987.09035768645 2.37
"13724" 1987.09110920852 2.37
"13725" 1987.09148211568 2.81
"13726" 1987.09245053272 2.66
"13727" 1987.09309170472 3.28
"13728" 1987.09421803653 3.44
"13729" 1987.09685882801 2.66
"13730" 1987.09988203957 2.24
"13731" 1987.10050608828 2.5
"13732" 1987.10115487062 2.5
"13733" 1987.10195205479 2.37
"13734" 1987.10274733638 2.81
"13735" 1987.10562024353 2.5
"13736" 1987.10680936073 2.11
"13737" 1987.1151217656 1.51
"13738" 1987.1186130137 1.29
"13739" 1987.11912290715 1.18
"13740" 1987.12031202435 1.18
"13741" 1987.12105593607 1.07
"13742" 1987.12524543379 1.07
"13743" 1987.12556697108 0.877
"13744" 1987.14060692542 0.615
"13745" 1987.14562024353 0.542
"13746" 1987.15205479452 0.542
"13747" 1987.15244292237 0.474
"13748" 1987.16337899543 0.615
"13749" 1987.16440639269 0.78
"13750" 1987.16554984779 0.877
"13751" 1987.16688356164 0.78
"13752" 1987.16720509893 0.615
"13753" 1987.1701826484 0.615
"13754" 1987.16548896499 0.542
"13755" 1987.17045471842 0.542
"13756" 1987.17160958904 0.78
"13757" 1987.17414383562 0.78
"13758" 1987.17463470320 0.973
"13759" 1987.18125380518 0.877
"13760" 1987.18219178082 1.18
"13761" 1987.18349505327 1.29
"13762" 1987.18473934551 1.18
"13763" 1987.18944063927 1.18
"13764" 1987.19007229833 1.4
"13765" 1987.19230783866 1.4
"13766" 1987.19265410959 1.51
"13767" 1987.19499809741 1.4
"13768" 1987.19689687976 1.85
"13769" 1987.20104261796 1.74
"13770" 1987.2023934551 2.37
"13771" 1987.21270357686 1.63
"13772" 1987.21305745814 1.4
"13773" 1987.21449010654 1.51
"13774" 1987.22127853881 1.18
"13775" 1987.22151445967 0.973
"13776" 1987.22619101979 0.973
"13777" 1987.22789003044 1.07
"13778" 1987.22888318113 0.973
"13779" 1987.23411339422 1.07
"13780" 1987.23524543379 1.29
"13781" 1987.23675228311 1.18
"13782" 1987.23707572298 1.29
"13783" 1987.23823439878 1.29
"13784" 1987.24029680365 1.74
"13785" 1987.24080479452 1.63
"13786" 1987.25341324201 1.74
"13787" 1987.27214611872 0.973
"13788" 1987.27295852359 1.07
"13789" 1987.28459665145 0.698
"13790" 1987.29242009132 0.698
"13791" 1987.29271879756 0.615
"13792" 1987.29862062405 0.698
"13793" 1987.30293569254 0.698
"13794" 1987.30370814307 0.78
"13795" 1987.30474124810 0.698
"13796" 1987.3113717656 0.698
"13797" 1987.31584474886 0.615
"13798" 1987.31787290715 0.78
"13799" 1987.31911719939 1.18
"13800" 1987.32352549467 0.877
"13801" 1987.32419901065 1.63
"13802" 1987.32563165906 1.74
"13803" 1987.32804223744 1.63
"13804" 1987.32859969559 1.85
"13805" 1987.32946156773 1.85
"13806" 1987.33017503805 1.74
"13807" 1987.33091704718 1.85
"13808" 1987.33202054795 1.85
"13809" 1987.33307838661 1.63
"13810" 1987.33525114155 1.51
"13811" 1987.33568493151 1.63
"13812" 1987.33625570776 1.63
"13813" 1987.34046993912 1.29
"13814" 1987.34103691020 1.74
"13815" 1987.3414174277 1.63
"13816" 1987.34385464231 1.29
"13817" 1987.34449771689 1.98
"13818" 1987.34613013699 1.63
"13819" 1987.34717085236 1.74
"13820" 1987.34824200913 1.63
"13821" 1987.35407343988 1.4
"13822" 1987.35465563166 1.74
"13823" 1987.35954718417 1.4
"13824" 1987.37430555556 0.973
"13825" 1987.37457191781 0.877
"13826" 1987.37695585997 0.877
"13827" 1987.37778729072 0.78
"13828" 1987.3798325723 0.78
"13829" 1987.39377663623 0.615
"13830" 1987.39420662100 0.542
"13831" 1987.3951826484 0.615
"13832" 1987.39658866058 0.615
"13833" 1987.39697108067 0.542
"13834" 1987.40170852359 0.615
"13835" 1987.40424657534 0.542
"13836" 1987.40505136986 0.474
"13837" 1987.40948059361 0.542
"13838" 1987.41007039574 0.474
"13839" 1987.42161339422 0.405
"13840" 1987.42180745814 0.542
"13841" 1987.42533105023 0.542
"13842" 1987.42566019787 0.615
"13843" 1987.42588470320 0.542
"13844" 1987.42606164384 0.877
"13845" 1987.42627853881 0.877
"13846" 1987.42656773212 1.4
"13847" 1987.42691400304 2.11
"13848" 1987.42772260274 1.98
"13849" 1987.42816971081 2.81
"13850" 1987.42912480974 2.5
"13851" 1987.43024923897 3.91
"13852" 1987.43147070015 3.91
"13853" 1987.43259322679 3.13
"13854" 1987.43567541857 2.37
"13855" 1987.43784056317 1.85
"13856" 1987.43947108067 1.85
"13857" 1987.44053082192 1.51
"13858" 1987.44353120244 1.4
"13859" 1987.44372716895 1.63
"13860" 1987.44588089802 1.4
"13861" 1987.44614155251 1.18
"13862" 1987.44705669711 1.29
"13863" 1987.44819824962 1.29
"13864" 1987.44847602740 1.51
"13865" 1987.44918569254 1.63
"13866" 1987.44959094368 1.98
"13867" 1987.45220509893 1.85
"13868" 1987.45409817352 1.63
"13869" 1987.45608066971 1.51
"13870" 1987.45671423135 1.85
"13871" 1987.45853310502 1.98
"13872" 1987.45979642314 1.74
"13873" 1987.46106544901 1.74
"13874" 1987.46220509893 1.63
"13875" 1987.46246575342 1.51
"13876" 1987.46411910198 1.51
"13877" 1987.464847793 1.4
"13878" 1987.46798515982 1.4
"13879" 1987.46818873668 1.74
"13880" 1987.46884893455 1.74
"13881" 1987.47081621005 1.4
"13882" 1987.47326293760 1.29
"13883" 1987.47785578387 1.29
"13884" 1987.47888888889 1.18
"13885" 1987.48292427702 1.07
"13886" 1987.48314878234 0.973
"13887" 1987.48408675799 0.973
"13888" 1987.48452815830 0.877
"13889" 1987.48669520548 0.877
"13890" 1987.48708904110 1.18
"13891" 1987.48799277017 1.18
"13892" 1987.49000190259 0.877
"13893" 1987.49210235921 0.973
"13894" 1987.49443683409 0.78
"13895" 1987.49465943683 0.973
"13896" 1987.49507229833 0.78
"13897" 1987.50480974125 0.615
"13898" 1987.50554223744 0.698
"13899" 1987.50662290715 0.698
"13900" 1987.50698249619 0.877
"13901" 1987.50791666667 0.877
"13902" 1987.50825152207 0.973
"13903" 1987.50892313546 0.973
"13904" 1987.50933599696 1.18
"13905" 1987.51071727549 1.18
"13906" 1987.51148592085 1.07
"13907" 1987.51174086758 0.877
"13908" 1987.51367770167 0.877
"13909" 1987.51472222222 0.698
"13910" 1987.51584094368 0.78
"13911" 1987.5163413242 1.4
"13912" 1987.51675799087 1.98
"13913" 1987.51710806697 1.85
"13914" 1987.51773021309 1.74
"13915" 1987.51827245053 1.98
"13916" 1987.52005136986 1.51
"13917" 1987.52061073059 1.51
"13918" 1987.52079908676 1.4
"13919" 1987.52273592085 1.4
"13920" 1987.52294901065 1.18
"13921" 1987.52305745814 1.51
"13922" 1987.52355022831 1.74
"13923" 1987.52602359209 1.18
"13924" 1987.52693302892 1.18
"13925" 1987.52707762557 1.51
"13926" 1987.5273325723 1.18
"13927" 1987.52823249620 1.18
"13928" 1987.52846841705 1.07
"13929" 1987.52962899543 1.07
"13930" 1987.52986681887 1.4
"13931" 1987.53013318113 1.18
"13932" 1987.53088470320 1.07
"13933" 1987.5312804414 1.51
"13934" 1987.53173515982 1.4
"13935" 1987.53373668189 1.29
"13936" 1987.53404870624 1.51
"13937" 1987.53469558600 1.4
"13938" 1987.53622907154 1.29
"13939" 1987.53688165906 2.5
"13940" 1987.53701293760 2.81
"13941" 1987.53753424658 7.05
"13942" 1987.53804604262 5.42
"13943" 1987.53981544901 4.22
"13944" 1987.54199961948 3.6
"13945" 1987.54348744292 2.97
"13946" 1987.54408675799 2.24
"13947" 1987.54462328767 2.81
"13948" 1987.54504756469 2.81
"13949" 1987.54582382040 3.44
"13950" 1987.54707762557 3.6
"13951" 1987.54797945205 3.13
"13952" 1987.54888318113 3.13
"13953" 1987.54930555556 3.75
"13954" 1987.54960426180 3.75
"13955" 1987.54992960426 4.07
"13956" 1987.55066780822 3.75
"13957" 1987.55097983257 4.22
"13958" 1987.55244101979 3.75
"13959" 1987.55351407915 3.75
"13960" 1987.55560121766 2.37
"13961" 1987.55968036530 2.5
"13962" 1987.56319444444 1.98
"13963" 1987.56551940639 1.85
"13964" 1987.56645167428 1.63
"13965" 1987.56812024353 1.63
"13966" 1987.56828196347 1.98
"13967" 1987.56850076104 1.98
"13968" 1987.5686434551 2.24
"13969" 1987.56896308980 2.24
"13970" 1987.56965943683 1.85
"13971" 1987.57147070015 1.63
"13972" 1987.57215182648 1.4
"13973" 1987.57369482496 1.4
"13974" 1987.57639840183 1.18
"13975" 1987.57700913242 1.07
"13976" 1987.57917237443 1.07
"13977" 1987.58028919330 0.877
"13978" 1987.58422184170 0.973
"13979" 1987.58581050228 0.877
"13980" 1987.58606164384 0.698
"13981" 1987.58634703196 0.877
"13982" 1987.58680745814 0.973
"13983" 1987.58768645358 0.973
"13984" 1987.58835996956 0.78
"13985" 1987.59045471842 0.78
"13986" 1987.59095700152 0.698
"13987" 1987.5914478691 0.698
"13988" 1987.59161910198 0.542
"13989" 1987.59207762557 0.698
"13990" 1987.59306126332 0.698
"13991" 1987.59317732116 1.07
"13992" 1987.59341514460 0.698
"13993" 1987.59407914764 0.615
"13994" 1987.59588660578 0.698
"13995" 1987.59693873668 0.615
"13996" 1987.59721270928 0.542
"13997" 1987.59746575342 0.615
"13998" 1987.59841514460 0.698
"13999" 1987.59867770167 0.542
"14000" 1987.59899543379 0.542
"14001" 1987.59902397260 0.78
"14002" 1987.59919140030 0.542
"14003" 1987.59931887367 0.877
"14004" 1987.59961757991 1.07
"14005" 1987.60038622527 0.78
"14006" 1987.60189307458 0.698
"14007" 1987.60193302892 1.07
"14008" 1987.60205289193 2.5
"14009" 1987.60217465753 4.39
"14010" 1987.60253424658 2.81
"14011" 1987.60262557078 2.5
"14012" 1987.60285958904 1.85
"14013" 1987.60330289193 1.51
"14014" 1987.60406963470 1.4
"14015" 1987.60453957382 1.07
"14016" 1987.60556697108 0.973
"14017" 1987.60690639269 0.973
"14018" 1987.60780631659 0.78
"14019" 1987.60967275495 0.78
"14020" 1987.61279680365 0.698
"14021" 1987.61310502283 0.474
"14022" 1987.61340182648 0.542
"14023" 1987.61348173516 0.78
"14024" 1987.61353691020 0.973
"14025" 1987.61373097412 0.698
"14026" 1987.61501902588 0.698
"14027" 1987.61554414003 0.615
"14028" 1987.61792808219 0.615
"14029" 1987.61840753425 0.542
"14030" 1987.62663432268 0.542
"14031" 1987.62710045662 1.18
"14032" 1987.62751141553 1.18
"14033" 1987.62778729072 1.07
"14034" 1987.62861872146 0.78
"14035" 1987.62975837138 0.698
"14036" 1987.63153538813 0.698
"14037" 1987.63185692542 0.615
"14038" 1987.63413622527 0.615
"14039" 1987.63493340944 0.542
"14040" 1987.64530631659 0.542
"14041" 1987.65372146119 0.474
"14042" 1987.65783105023 0.474
"14043" 1987.65794901065 0.405
"14044" 1987.65884512938 0.405
"14045" 1987.65962138508 0.542
"14046" 1987.67095890411 0.405
"14047" 1987.67833904110 0.405
"14048" 1987.67947298326 0.352
"14049" 1987.68021879756 0.299
"14050" 1987.68041476408 0.405
"14051" 1987.68124619482 0.474
"14052" 1987.68194063927 0.352
"14053" 1987.68713280061 0.352
"14054" 1987.68761605784 0.246
"14055" 1987.68820776256 0.246
"14056" 1987.68914193303 0.352
"14057" 1987.69732876712 0.352
"14058" 1987.69926560122 0.246
"14059" 1987.69962899543 0.299
"14060" 1987.70166666667 0.246
"14061" 1987.70228120244 0.299
"14062" 1987.70443493151 0.246
"14063" 1987.70497907154 0.299
"14064" 1987.70711187215 0.246
"14065" 1987.70724885845 0.208
"14066" 1987.70842085236 0.246
"14067" 1987.71297374429 0.208
"14068" 1987.71298325723 0.246
"14069" 1987.71301750381 0.474
"14070" 1987.71310502283 0.405
"14071" 1987.71336377473 0.246
"14072" 1987.71419330289 0.246
"14073" 1987.71433789954 0.405
"14074" 1987.71807648402 0.299
"14075" 1987.71839611872 0.246
"14076" 1987.71865677321 0.352
"14077" 1987.71939687976 0.299
"14078" 1987.71971651446 0.246
"14079" 1987.72142313546 0.246
"14080" 1987.72316590563 0.208
"14081" 1987.72486491629 0.246
"14082" 1987.72579908676 0.208
"14083" 1987.72921232877 0.208
"14084" 1987.72924467275 0.246
"14085" 1987.72934170472 0.405
"14086" 1987.72947108067 0.698
"14087" 1987.73020928463 0.615
"14088" 1987.73079337900 0.474
"14089" 1987.73226217656 0.405
"14090" 1987.73248668189 0.78
"14091" 1987.73275494673 1.4
"14092" 1987.73289003044 1.74
"14093" 1987.7336282344 1.07
"14094" 1987.73420471842 0.698
"14095" 1987.73527397260 0.542
"14096" 1987.73691210046 0.405
"14097" 1987.73867579909 0.352
"14098" 1987.74030631659 0.299
"14099" 1987.74067351598 0.352
"14100" 1987.74716704718 0.299
"14101" 1987.75974505327 0.246
"14102" 1987.76582382040 0.299
"14103" 1987.76686834094 0.246
"14104" 1987.76774353120 0.246
"14105" 1987.76784627093 0.474
"14106" 1987.76789383562 0.405
"14107" 1987.76798896499 0.299
"14108" 1987.76944063927 0.208
"14109" 1987.77350837138 0.208
"14110" 1987.77383942161 0.299
"14111" 1987.77448439878 0.246
"14112" 1987.77513127854 0.208
"14113" 1987.78241057839 0.208
"14114" 1987.78278538813 0.169
"14115" 1987.78698059361 0.169
"14116" 1987.78705479452 0.246
"14117" 1987.78713089802 0.352
"14118" 1987.78727359209 0.246
"14119" 1987.78734398782 0.208
"14120" 1987.78817161339 0.208
"14121" 1987.78920091324 0.169
"14122" 1987.79023211568 0.148
"14123" 1987.7950761035 0.148
"14124" 1987.79553082192 0.169
"14125" 1987.79592846271 0.148
"14126" 1987.79934931507 0.148
"14127" 1987.7999847793 0.127
"14128" 1987.80109589041 0.127
"14129" 1987.80126712329 0.169
"14130" 1987.80136796043 0.127
"14131" 1987.80146689498 0.101
"14132" 1987.80159627093 0.127
"14133" 1987.80166286149 0.148
"14134" 1987.80605022831 0.127
"14135" 1987.80611681887 0.169
"14136" 1987.80621575342 0.299
"14137" 1987.80627473364 0.246
"14138" 1987.80639269406 0.169
"14139" 1987.80672184170 0.148
"14140" 1987.80727929985 0.148
"14141" 1987.80751331811 0.127
"14142" 1987.81002663623 0.127
"14143" 1987.81008942161 0.169
"14144" 1987.81018455099 0.299
"14145" 1987.81032153729 0.246
"14146" 1987.81039003044 0.474
"14147" 1987.81064687976 0.405
"14148" 1987.8111586758 0.299
"14149" 1987.81171232877 0.246
"14150" 1987.81304794521 0.208
"14151" 1987.81304984779 0.246
"14152" 1987.81305745814 0.405
"14153" 1987.81306887367 0.78
"14154" 1987.81307267884 0.973
"14155" 1987.81321537291 0.615
"14156" 1987.81328576865 0.474
"14157" 1987.81345700152 0.698
"14158" 1987.81400875190 0.542
"14159" 1987.81456050228 0.405
"14160" 1987.81538812785 0.246
"14161" 1987.81703957382 0.208
"14162" 1987.81856544901 0.208
"14163" 1987.81858828006 0.246
"14164" 1987.81863394216 0.352
"14165" 1987.81885464231 0.405
"14166" 1987.81973554033 0.698
"14167" 1987.81980974125 1.07
"14168" 1987.82002853881 2.5
"14169" 1987.82008371385 2.97
"14170" 1987.82025304414 2.97
"14171" 1987.82036910198 3.91
"14172" 1987.82088470320 2.11
"14173" 1987.82115487062 2.37
"14174" 1987.82166286149 1.85
"14175" 1987.82260273973 1.85
"14176" 1987.82460996956 0.973
"14177" 1987.82694444444 0.615
"14178" 1987.82752853881 0.542
"14179" 1987.82881468798 0.542
"14180" 1987.82960806697 0.474
"14181" 1987.83148592085 0.474
"14182" 1987.83237633181 0.405
"14183" 1987.84293378995 0.299
"14184" 1987.84682458143 0.299
"14185" 1987.84726407915 0.405
"14186" 1987.84767313546 0.405
"14187" 1987.84815829528 0.474
"14188" 1987.84906202435 0.542
"14189" 1987.84932267884 0.78
"14190" 1987.85135844749 0.78
"14191" 1987.85160197869 0.698
"14192" 1987.85376331811 0.542
"14193" 1987.85540905632 0.542
"14194" 1987.85610920852 0.698
